,DATE,PPIACO,HOUST,PCE,UMCSENT,PCE.1,PSAVERT,CPALTT01USM657N,FEDFUNDS,PPIACO_NBD20200101,HOUST_NBD20200101,PCE_NBD20200101,UMCSENT_NBD20200101,PCE_NBD20200101.1,PSAVERT_NBD20200101,CPALTT01USM657N_NBD20200101,FEDFUNDS_NBD20200101,PPIACO_CHG,HOUST_CHG,PCE_CHG,UMCSENT_CHG,PCE_CHG.1,PSAVERT_CHG,CPALTT01USM657N_CHG,FEDFUNDS_CHG,PPIACO_CCA,HOUST_CCA,PCE_CCA,UMCSENT_CCA,PCE_CCA.1,PSAVERT_CCA,CPALTT01USM657N_CCA,FEDFUNDS_CCA,PPIACO_CCH,HOUST_CCH,PCE_CCH,UMCSENT_CCH,PCE_CCH.1,PSAVERT_CCH,CPALTT01USM657N_CCH,FEDFUNDS_CCH,FEDFUNDS.1,INDPRO,UNRATE,WILL5000PR,WILL5000IND
195,1997-08-01,127.2,1390,5587.0,104.4,5587.0,5.7,0.186915888,5.54,63.82338,88.42239,37.71,104.60922,37.71,79.16667,48.17705,357.41935,0.3,-47,38.2,-2.7,38.2,-0.1,0.062149824,0.02,2.83353,-39.90463,8.23294,-30.63996,8.23294,-20.87009,485.06187,4.33997,0.23613,-3.32539,0.68608,-2.55333,0.68608,-1.73917,40.42182,0.36166,5.54,81.2862,4.8,8848.711905,27.71095238
196,1997-09-01,127.5,1546,5601.7,106.0,5601.7,5.9,0.248756219,5.54,63.97391,98.34606,37.80922,106.21242,37.80922,81.94444,64.11623,357.41935,0.3,156,14.7,1.6,14.7,0.2,0.061840331,0.0,2.82686,127.64064,3.15318,18.2513,3.15318,41.38341,342.97759,0.0,0.23557,10.63672,0.26277,1.52094,0.26277,3.44862,28.58147,0.0,5.54,82.038,4.9,9047.970476,28.37047619
197,1997-10-01,127.8,1520,5637.7,105.6,5637.7,5.9,0.248138958,5.5,64.12444,96.69211,38.0522,105.81162,38.0522,81.94444,63.95713,354.83871,0.3,-26,36.0,-0.4,36.0,0.0,-0.000617261,-0.04,2.82021,-20.35274,7.68727,-4.53687,7.68727,0.0,-2.98137,-8.69569,0.23502,-1.69606,0.64061,-0.37807,0.64061,0.0,-0.24845,-0.72464,5.5,82.7657,4.7,9214.82087,28.93086957
198,1998-02-01,125.0,1584,5723.8,110.4,5723.8,7.0,0.185643564,5.51,62.71952,100.76336,38.63334,110.62124,38.63334,97.22222,47.84912,355.48387,-0.4,59,33.9,3.8,33.9,0.0,-0.000345276,-0.05,-3.83387,45.55066,7.1283,42.03195,7.1283,0.0,-2.22979,-10.84018,-0.31949,3.79589,0.59402,3.50266,0.59402,0.0,-0.18582,-0.90335,5.51,84.3048,4.6,9762.201053,30.80315789
199,1998-03-01,124.7,1567,5750.3,106.5,5750.3,7.1,0.185299568,5.49,62.56899,99.68193,38.81221,106.71343,38.81221,98.61111,47.76045,354.19355,-0.3,-17,26.5,-3.9,26.5,0.1,-0.000343997,-0.02,-2.88346,-12.9484,5.54293,-43.15818,5.54293,17.02156,-2.22566,-4.36364,-0.24029,-1.07903,0.46191,-3.59651,0.46191,1.41846,-0.18547,-0.36364,5.49,84.3416,4.7,10260.91409,32.41818182
200,1998-04-01,124.9,1540,5788.1,108.7,5788.1,6.9,0.184956843,5.45,62.66934,97.96438,39.06734,108.91784,39.06734,95.83333,47.67212,351.6129,0.2,-27,37.8,2.2,37.8,-0.2,-0.000342724,-0.04,1.92308,-20.85666,7.86247,24.53617,7.86247,-34.28805,-2.22154,-8.77518,0.16026,-1.73805,0.65521,2.04468,0.65521,-2.85734,-0.18513,-0.73126,5.45,84.6263,4.3,10600.38524,33.5252381
201,1998-05-01,125.1,1536,5837.9,106.5,5837.9,6.6,0.184615385,5.49,62.76969,97.70992,39.40347,106.71343,39.40347,91.66667,47.58411,354.19355,0.2,-4,49.8,-2.2,49.8,-0.3,-0.000341459,0.04,1.92,-3.12094,10.28047,-24.53617,10.28047,-53.34212,-2.21743,8.77518,0.16,-0.26008,0.85671,-2.04468,0.85671,-4.44518,-0.18479,0.73126,5.49,85.1839,4.4,10524.5065,33.316
202,1998-06-01,124.8,1641,5871.7,105.6,5871.7,6.5,0.122850123,5.56,62.61917,104.38931,39.63161,105.81162,39.63161,90.27778,31.66428,358.70968,-0.3,105,33.8,-0.9,33.8,-0.1,-0.061765262,0.07,-2.88115,79.34901,6.92767,-10.18394,6.92767,-18.32097,-488.77147,15.20382,-0.2401,6.61242,0.57731,-0.84866,0.57731,-1.52675,-40.73096,1.26699,5.56,84.6809,4.5,10415.65273,33.01909091
203,1998-07-01,124.9,1698,5890.0,105.2,5890.0,6.6,0.122699387,5.54,62.66934,108.01527,39.75512,105.41082,39.75512,91.66667,31.62543,357.41935,0.1,57,18.3,-0.4,18.3,0.1,-0.000150736,-0.02,0.96115,40.97433,3.73416,-4.55409,3.73416,18.32097,-1.4733,-4.32433,0.0801,3.41453,0.31118,-0.37951,0.31118,1.52675,-0.12277,-0.36036,5.54,84.3448,4.5,10821.55591,34.33318182
204,1998-08-01,124.2,1614,5925.0,104.4,5925.0,6.5,0.12254902,5.55,62.31811,102.67176,39.99136,104.60922,39.99136,90.27778,31.58667,358.06452,-0.7,-84,35.0,-0.8,35.0,-0.1,-0.000150367,0.01,-6.7443,-60.88262,7.10963,-9.16035,7.10963,-18.32097,-1.47149,2.16411,-0.56202,-5.07355,0.59247,-0.76336,0.59247,-1.52675,-0.12262,0.18034,5.55,86.0846,4.5,9953.811905,31.6252381
205,1998-09-01,123.8,1582,5965.6,100.9,5965.6,6.1,0.122399021,5.51,62.11741,100.63613,40.26539,101.1022,40.26539,84.72222,31.54801,355.48387,-0.4,-32,40.6,-3.5,40.6,-0.4,-0.000149999,-0.04,-3.87097,-24.03084,8.19474,-40.9197,8.19474,-76.21609,-1.46969,-8.67997,-0.32258,-2.00257,0.6829,-3.40997,0.6829,-6.35134,-0.12247,-0.72333,5.51,85.9945,4.6,9341.401905,29.71666667
206,1998-10-01,124.0,1715,5998.8,97.4,5998.8,5.9,0.244498778,5.07,62.21776,109.09669,40.48948,97.59519,40.48948,81.94444,63.01889,327.09677,0.2,133,33.2,-3.5,33.2,-0.2,0.122099757,-0.44,1.93705,96.86785,6.65977,-42.36446,6.65977,-40.0037,830.30873,-99.86857,0.16142,8.07232,0.55498,-3.53037,0.55498,-3.33364,69.19239,-8.32238,5.07,86.5967,4.5,9373.845909,29.85545455
207,1999-02-01,122.3,1670,6099.2,108.1,6099.2,6.0,0.121728545,4.76,61.36478,106.2341,41.16714,108.31663,41.16714,83.33333,31.3752,307.09677,-0.6,-78,25.3,4.2,25.3,-0.1,-0.122322705,0.13,-5.87277,-54.77838,4.98805,47.55339,4.98805,-19.83516,-834.70166,33.22896,-0.4894,-4.56487,0.41567,3.96278,0.41567,-1.65293,-69.55847,2.76908,4.76,87.7266,4.4,11390.80789,36.43631579
208,1999-03-01,122.6,1710,6133.0,105.7,6133.0,5.6,0.303951368,4.81,61.5153,108.77863,41.39528,105.91182,41.39528,77.77778,78.34263,310.32258,0.3,40,33.8,-2.4,33.8,-0.4,0.182222822,0.05,2.93998,28.40369,6.63169,-26.9422,6.63169,-82.79145,1098.08902,12.5393,0.245,2.36697,0.55264,-2.24518,0.55264,-6.89929,91.50742,1.04494,4.81,87.9203,4.2,11652.65826,37.32130435
209,1999-04-01,123.6,1553,6199.5,104.6,6199.5,4.7,0.727272727,4.74,62.01706,98.79135,41.84412,104.80962,41.84412,65.27778,187.45254,305.80645,1.0,-157,66.5,-1.1,66.5,-0.9,0.423321359,-0.07,9.74823,-115.56579,12.94154,-12.55361,12.94154,-210.24491,1046.9206,-17.59194,0.81235,-9.63048,1.07846,-1.04613,1.07846,-17.52041,87.24338,-1.46599,4.74,88.1153,4.3,12167.43,39.00428571
210,1999-08-01,126.9,1648,6331.9,104.5,6331.9,4.3,0.23995201,5.07,63.67285,104.83461,42.73777,104.70942,42.73777,59.72222,61.84697,327.09677,1.2,-21,44.3,-1.5,44.3,-0.1,-0.060890349,0.08,11.40151,-15.19466,8.42509,-17.10243,8.42509,-27.58742,-271.37695,19.08589,0.95013,-1.26622,0.70209,-1.4252,0.70209,-2.29895,-22.61475,1.59049,5.07,89.5116,4.2,12085.99136,38.90272727
211,1999-09-01,128.0,1635,6386.5,107.2,6386.5,3.7,0.478755236,5.22,64.22479,104.00763,43.1063,107.41483,43.1063,51.38889,123.39784,336.77419,1.1,-13,54.6,2.7,54.6,-0.6,0.238803227,0.15,10.35707,-9.50355,10.30325,30.61101,10.30325,-180.33864,828.90064,34.9879,0.86309,-0.79196,0.8586,2.55092,0.8586,-15.02822,69.07505,2.91566,5.22,89.1361,4.2,12034.92286,38.78095238
212,1999-10-01,127.7,1608,6411.4,103.2,6411.4,4.0,0.178677784,5.2,64.07426,102.29008,43.27436,103.40681,43.27436,55.55556,46.05371,335.48387,-0.3,-27,24.9,-4.0,24.9,0.3,-0.300077452,-0.02,-2.8158,-19.98196,4.66952,-45.63287,4.66952,93.55385,-1182.72646,-4.60653,-0.23465,-1.66516,0.38913,-3.80274,0.38913,7.79615,-98.56054,-0.38388,5.2,90.2842,4.1,11875.48667,38.30380952
213,1999-11-01,128.3,1648,6448.7,107.2,6448.7,4.1,0.059453032,5.42,64.37531,104.83461,43.52612,107.41483,43.52612,56.94444,15.32386,349.67742,0.6,40,37.3,4.0,37.3,0.1,-0.119224752,0.22,5.62501,29.48551,6.96109,45.63287,6.96109,29.63114,-1320.47697,49.72463,0.46875,2.45713,0.58009,3.80274,0.58009,2.46926,-110.03975,4.14372,5.42,90.7631,4.1,12818.31143,41.38857143
214,2000-02-01,129.8,1737,6625.3,111.3,6625.3,4.0,0.592417062,5.73,65.12795,110.49618,44.7181,111.52305,44.7181,55.55556,152.69386,369.67742,1.5,101,82.4,-0.7,82.4,-0.5,0.295328529,0.28,13.94824,71.8863,15.01819,-7.52354,15.01819,-141.33964,828.21684,60.11991,1.16235,5.99052,1.25152,-0.62696,1.25152,-11.7783,69.01807,5.00999,5.73,91.7357,4.1,13432.0055,43.4925
215,2000-03-01,130.8,1604,6686.5,107.1,6686.5,3.8,0.824499411,5.85,65.6297,102.03562,45.13118,107.31463,45.13118,52.77778,212.51245,377.41935,1.0,-133,61.2,-4.2,61.2,-0.2,0.232082349,0.12,9.20956,-95.59077,11.0339,-46.15954,11.0339,-61.55195,396.67865,24.87136,0.76746,-7.9659,0.91949,-3.84663,0.91949,-5.12933,33.05655,2.07261,5.85,92.0933,4.0,14096.28826,45.7026087
216,2000-04-01,130.7,1626,6679.1,109.2,6679.1,4.3,0.058411215,6.02,65.57953,103.43511,45.08123,109.41884,45.08123,59.72222,15.05533,388.3871,-0.1,22,-7.4,2.1,-7.4,0.5,-0.766088196,0.17,-0.91778,16.347,-1.32878,23.3017,-1.32878,148.33675,-3176.72222,34.37472,-0.07648,1.36225,-0.11073,1.94181,-0.11073,12.3614,-264.72685,2.86456,6.02,92.6838,3.8,13572.94789,44.04368421
217,2000-05-01,131.6,1575,6709.7,110.7,6709.7,4.3,0.116754232,6.27,66.03111,100.19084,45.28777,110.92184,45.28777,59.72222,30.09308,404.51613,0.9,-51,30.6,1.5,30.6,0.0,0.058343017,0.25,8.23488,-38.24129,5.48519,16.37133,5.48519,0.0,831.07589,48.82691,0.68624,-3.18677,0.4571,1.36428,0.4571,0.0,69.25632,4.06891,6.27,92.9376,4.0,13123.63955,42.62545455
218,2000-06-01,133.8,1559,6746.9,106.4,6746.9,4.3,0.524781341,6.53,67.13497,99.17303,45.53885,106.61323,45.53885,59.72222,135.26094,421.29032,2.2,-16,37.2,-4.3,37.2,0.0,0.408027109,0.26,19.89495,-12.25282,6.63468,-47.54192,6.63468,0.0,1803.49264,48.75671,1.65791,-1.02107,0.55289,-3.96183,0.55289,0.0,150.29105,4.06306,6.53,93.0076,4.0,13645.8,44.36318182
219,2000-07-01,133.7,1463,6768.5,108.3,6768.5,4.7,0.232018561,6.54,67.0848,93.06616,45.68465,108.51703,45.68465,65.27778,59.80214,421.93548,-0.1,-96,21.6,1.9,21.6,0.4,-0.29276278,0.01,-0.8972,-76.26656,3.83563,21.23949,3.83563,106.73698,-979.39717,1.83627,-0.07477,-6.35555,0.31964,1.76996,0.31964,8.89475,-81.61643,0.15302,6.54,92.8458,4.0,13801.285,44.9115
220,2000-10-01,135.4,1549,6893.8,105.8,6893.8,4.3,0.172711572,6.51,67.93778,98.5369,46.53037,106.01202,46.53037,59.72222,44.51593,420.0,0.7,42,5.2,-1.0,5.2,0.2,-0.348121762,-0.01,6.21993,32.98637,0.9055,-11.28889,0.9055,57.15366,-1324.56853,-1.8419,0.51833,2.74886,0.07546,-0.94074,0.07546,4.7628,-110.38071,-0.15349,6.51,92.6418,3.9,12973.08273,42.29863636
221,2000-11-01,135.0,1551,6909.8,107.6,6909.8,4.3,0.057471264,6.51,67.73708,98.66412,46.63836,107.81563,46.63836,59.72222,14.81306,420.0,-0.4,2,16.0,1.8,16.0,0.0,-0.115240307,0.0,-3.5503,1.54839,2.78188,20.24415,2.78188,0.0,-1320.4055,0.0,-0.29586,0.12903,0.23182,1.68701,0.23182,0.0,-110.03379,0.0,6.51,92.6618,3.9,12731.0419,41.5447619
222,2001-02-01,137.4,1625,7001.8,90.6,7001.8,4.6,0.399771559,5.49,68.94129,103.3715,47.25933,90.78156,47.25933,63.88889,103.04002,354.19355,-2.6,25,14.4,-4.1,14.4,0.1,-0.232412349,-0.49,-22.49525,18.60502,2.47048,-53.11174,2.47048,26.37469,-549.94448,-102.59077,-1.8746,1.55042,0.20587,-4.42598,0.20587,2.19789,-45.82871,-8.54923,5.49,91.2915,4.2,12046.99895,39.41736842
223,2001-03-01,135.9,1590,6996.7,91.5,6996.7,4.9,0.227531286,5.31,68.18866,101.14504,47.2249,91.68337,47.2249,68.05556,58.64556,342.58065,-1.5,-35,-5.1,0.9,-5.1,0.3,-0.172240274,-0.18,-13.17247,-26.12856,-0.87438,11.86171,-0.87438,75.81468,-676.32664,-40.0037,-1.09771,-2.17738,-0.07286,0.98848,-0.07286,6.31789,-56.36055,-3.33364,5.31,91.0526,4.3,10899.37864,35.70454545
224,2001-04-01,136.4,1649,7004.2,88.4,7004.2,4.8,0.397275823,4.8,68.43954,104.89822,47.27553,88.57715,47.27553,66.66667,102.39675,309.67742,0.5,59,7.5,-3.1,7.5,-0.1,0.169744537,-0.51,4.40691,43.72203,1.28563,-41.3604,1.28563,-24.74314,668.81167,-121.1711,0.36724,3.6435,0.10714,-3.4467,0.10714,-2.06193,55.73431,-10.09759,4.8,90.7293,4.4,10905.8195,35.759
225,2001-05-01,136.8,1605,7052.8,92.0,7052.8,4.3,0.4522329,4.21,68.64024,102.09924,47.60356,92.18437,47.60356,59.72222,116.56178,271.6129,0.4,-44,48.6,3.6,48.6,-0.5,0.054957077,-0.59,3.51391,-32.45434,8.29768,47.89993,8.29768,-132.00107,155.47981,-157.38392,0.29283,-2.70453,0.69147,3.99166,0.69147,-11.00009,12.95665,-13.11533,4.21,90.2577,4.3,11730.27682,38.50454545
226,2001-06-01,135.5,1636,7069.7,92.6,7069.7,4.2,0.16882386,3.97,67.98796,104.07125,47.71762,92.78557,47.71762,58.33333,43.51388,256.12903,-1.3,31,16.9,0.6,16.9,-0.1,-0.28340904,-0.24,-11.45804,22.95658,2.87201,7.80068,2.87201,-28.2366,-1182.40966,-70.43586,-0.95484,1.91305,0.23933,0.65006,0.23933,-2.35305,-98.53414,-5.86966,3.97,89.7677,4.5,11471.80476,37.6947619
227,2002-02-01,128.4,1829,7225.2,90.7,7225.2,5.4,0.395256917,1.74,64.42549,116.3486,48.76719,90.88176,48.76719,75.0,101.87638,112.25806,-0.1,131,40.6,-2.3,40.6,-0.2,0.168884534,0.01,-0.93422,89.18194,6.76208,-30.05056,6.76208,-43.64117,668.82555,6.91645,-0.07785,7.43183,0.56351,-2.50421,0.56351,-3.63676,55.73546,0.57637,1.74,88.4661,5.7,10284.67947,34.08894737
228,2002-03-01,129.8,1642,7243.4,95.7,7243.4,5.5,0.562429696,1.73,65.12795,104.45293,48.89003,95.89178,48.89003,76.38889,144.9647,111.6129,1.4,-187,18.2,5.0,18.2,0.1,0.167172779,-0.01,13.0133,-129.42523,3.01895,64.39313,3.01895,22.01897,423.2762,-6.91645,1.08444,-10.78544,0.25158,5.36609,0.25158,1.83491,35.27302,-0.57637,1.73,89.1228,5.7,10800.004,35.841
229,2002-04-01,130.8,1592,7312.5,93.0,7312.5,5.4,0.559284116,1.75,65.6297,101.27226,49.35643,93.18637,49.35643,75.0,144.15394,112.90323,1.0,-50,69.1,-2.7,69.1,-0.1,-0.00314558,0.02,9.20956,-37.10871,11.3934,-34.34257,11.3934,-22.01897,-6.73025,13.79326,0.76746,-3.09239,0.94945,-2.86188,0.94945,-1.83491,-0.56085,1.14944,1.75,89.5532,5.9,10500.87,34.88
230,2002-07-01,131.2,1655,7387.3,88.1,7387.3,5.3,0.111172874,1.73,65.83041,105.2799,49.8613,88.27655,49.8613,73.61111,28.6545,111.6129,0.3,-62,64.8,-4.3,64.8,-0.8,0.055555521,-0.02,2.74704,-44.13309,10.57261,-57.18533,10.57261,-168.69834,831.10939,-13.79326,0.22892,-3.67776,0.88105,-4.76544,0.88105,-14.0582,69.25912,-1.14944,1.73,90.6455,5.8,8558.217273,28.53136364
231,2002-08-01,131.5,1633,7412.6,87.6,7412.6,5.2,0.333148251,1.74,65.98093,103.88041,50.03206,87.77555,50.03206,72.22222,85.86804,112.25806,0.3,-22,25.3,-0.5,25.3,-0.1,0.221975377,0.01,2.74077,-16.05863,4.10273,-6.82984,4.10273,-22.85783,1317.00141,6.91645,0.2284,-1.33822,0.34189,-0.56915,0.34189,-1.90482,109.75012,0.57637,1.74,90.5475,5.7,8618.94,28.77409091
232,2002-09-01,132.3,1804,7391.5,86.1,7391.5,5.8,0.166021029,1.75,66.38234,114.75827,49.88964,86.27255,49.88964,80.55556,42.79146,112.90323,0.8,171,-21.1,-1.5,-21.1,0.6,-0.167127222,0.01,7.27826,119.50513,-3.42068,-20.7259,-3.42068,131.03915,-835.76775,6.87681,0.60652,9.95876,-0.28506,-1.72716,-0.28506,10.91993,-69.64731,0.57307,1.75,90.6381,5.7,8232.3095,27.5225
233,2002-10-01,133.2,1648,7435.2,80.6,7435.2,5.6,0.165745856,1.75,66.83392,104.83461,50.1846,80.76152,50.1846,77.77778,42.72054,112.90323,0.9,-156,43.7,-5.5,43.7,-0.2,-0.000275173,0.0,8.13562,-108.53279,7.07375,-79.21291,7.07375,-42.10958,-1.9906,0.0,0.67797,-9.0444,0.58948,-6.60108,0.58948,-3.50913,-0.16588,0.0,1.75,90.4041,5.7,8063.230435,26.99652174
234,2003-02-01,137.6,1629,7548.6,79.9,7548.6,5.2,0.770500826,1.26,69.04165,103.62595,50.95001,80.06012,50.95001,72.22222,198.59446,81.29032,2.3,-224,7.3,-2.5,7.3,-0.1,0.328267547,0.02,20.22767,-154.60754,1.16104,-36.9715,1.16104,-22.85783,666.24385,19.20041,1.68564,-12.88396,0.09675,-3.08096,0.09675,-1.90482,55.52032,1.60003,1.26,91.2502,5.9,7941.792105,26.74473684
235,2003-03-01,141.2,1726,7611.5,77.6,7611.5,4.9,0.60076461,1.25,70.84797,109.79644,51.37456,77.75551,51.37456,68.05556,154.84542,80.64516,3.6,97,62.9,-2.3,62.9,-0.3,-0.169736216,-0.01,30.99168,69.40832,9.95778,-35.05011,9.95778,-71.3081,-298.60504,-9.5618,2.58264,5.78403,0.82981,-2.92084,0.82981,-5.94234,-24.88375,-0.79682,1.25,91.0059,5.9,8022.38381,27.06380952
236,2003-07-01,137.7,1897,7757.0,90.9,7757.0,5.9,0.108873163,1.01,69.09182,120.6743,52.35662,91.08216,52.35662,81.94444,28.06176,65.16129,-0.3,30,57.4,1.2,57.4,0.8,-0.000118663,-0.21,-2.61154,19.12899,8.91274,15.94708,8.91274,174.85417,-1.30719,-226.68063,-0.21763,1.59408,0.74273,1.32892,0.74273,14.57118,-0.10893,-18.89005,1.01,90.9896,6.2,9550.665909,32.39045455
237,2003-08-01,138.0,1833,7852.1,89.3,7852.1,5.7,0.380641653,1.03,69.24235,116.60305,52.99851,89.47896,52.99851,79.16667,98.10934,66.45161,0.3,-64,95.1,-1.6,95.1,-0.2,0.27176849,0.02,2.61154,-41.18367,14.62242,-21.31022,14.62242,-41.38341,1502.00979,23.53017,0.21763,-3.43197,1.21854,-1.77585,1.21854,-3.44862,125.16748,1.96085,1.03,90.7858,6.1,9548.194762,32.42714286
238,2003-09-01,138.5,1939,7853.7,87.7,7853.7,4.9,0.325027086,1.01,69.49323,123.34606,53.00931,87.87575,53.00931,68.05556,83.77483,65.16129,0.5,106,1.6,-1.6,1.6,-0.8,-0.055614567,-0.02,4.33997,67.46209,0.2445,-21.69551,0.2445,-181.47716,-189.53984,-23.53017,0.36166,5.62184,0.02037,-1.80796,0.02037,-15.1231,-15.79499,-1.96085,1.01,91.3829,6.1,9885.39,33.61857143
239,2004-02-01,142.1,1846,8040.4,94.4,8040.4,4.6,0.539956803,1.01,71.29955,117.43003,54.26946,94.58918,54.26946,63.88889,139.17238,65.16129,0.7,-65,33.3,-9.4,33.3,0.0,0.051622566,0.01,5.92594,-41.52664,4.98022,-113.90988,4.98022,0.0,120.58687,11.9404,0.49383,-3.46055,0.41502,-9.49249,0.41502,0.0,10.04891,0.99503,1.01,92.8873,5.6,11139.73474,38.14578947
240,2004-03-01,143.1,1998,8098.8,95.8,8098.8,4.5,0.644468314,1.0,71.8013,127.09924,54.66363,95.99198,54.66363,62.5,166.10993,64.51613,1.0,152,58.4,1.4,58.4,-0.1,0.10451151,-0.01,8.41518,94.95065,8.68448,17.66593,8.68448,-26.37469,212.32382,-11.9404,0.70127,7.91255,0.72371,1.47216,0.72371,-2.19789,17.69365,-0.99503,1.0,92.5325,5.8,10988.35043,37.67956522
241,2004-04-01,144.8,2003,8107.2,94.2,8107.2,4.9,0.320170758,1.0,72.65429,127.4173,54.72033,94.38878,54.72033,68.05556,82.52313,64.51613,1.7,5,8.4,-1.6,8.4,0.4,-0.324297556,0.0,14.17175,2.99925,1.24398,-20.211,1.24398,102.18937,-839.48542,0.0,1.18098,0.24994,0.10367,-1.68425,0.10367,8.51578,-69.95712,0.0,1.0,92.9096,5.6,11084.01286,38.04857143
242,2004-05-01,146.8,1981,8176.5,90.2,8176.5,4.8,0.585106383,1.0,73.6578,126.01781,55.18808,90.38076,55.18808,66.66667,150.80956,64.51613,2.0,-22,69.3,-4.0,69.3,-0.1,0.264935625,0.0,16.46116,-13.25315,10.21396,-52.06891,10.21396,-24.74314,723.52705,0.0,1.37176,-1.10443,0.85116,-4.33908,0.85116,-2.06193,60.29392,0.0,1.0,93.5838,5.6,10730.964,36.8865
243,2004-06-01,147.2,1828,8157.6,95.6,8157.6,5.4,0.317292438,1.03,73.8585,116.28499,55.06051,95.79158,55.06051,75.0,81.78125,66.45161,0.4,-153,-18.9,5.4,-18.9,0.6,-0.267813945,0.03,3.26531,-96.45515,-2.77701,69.77207,-2.77701,141.33964,-734.36378,35.47056,0.27211,-8.03793,-0.23142,5.81434,-0.23142,11.7783,-61.19698,2.95588,1.03,92.8621,5.6,11032.58667,37.97809524
244,2004-09-01,147.7,1905,8341.5,94.2,8341.5,4.1,0.211081794,1.61,74.10938,121.18321,56.30176,94.38878,56.30176,56.94444,54.40575,103.87097,-0.3,-119,69.9,-1.7,69.9,-0.6,0.158283484,0.18,-2.4349,-72.71249,10.09811,-21.46296,10.09811,-163.89064,1662.91982,142.27168,-0.20291,-6.05937,0.84151,-1.78858,0.84151,-13.65755,138.57665,11.85597,1.61,93.7418,5.4,10896.61429,37.67
245,2004-10-01,150.0,2072,8397.1,91.7,8397.1,3.9,0.526592944,1.76,75.26342,131.80662,56.67704,91.88377,56.67704,54.16667,135.72788,113.54839,2.3,167,55.6,-2.5,55.6,-0.2,0.315511149,0.15,18.54253,100.83878,7.97202,-32.27736,7.97202,-60.0125,1097.01857,106.89556,1.54521,8.40323,0.66434,-2.68978,0.66434,-5.00104,91.41821,8.90796,1.76,94.5671,5.5,10937.16095,37.85666667
246,2004-11-01,151.4,1782,8444.5,92.8,8444.5,3.4,0.052383447,1.93,75.96588,113.35878,56.99697,92.98597,56.99697,47.22222,13.50169,124.51613,1.4,-290,47.4,1.1,47.4,-0.5,-0.474209497,0.17,11.14806,-180.93359,6.75472,14.30911,6.75472,-164.64135,-2769.40465,110.64743,0.929,-15.0778,0.56289,1.19243,0.56289,-13.72011,-230.78372,9.22062,1.93,94.8,5.4,11453.66667,39.7052381
247,2005-02-01,151.6,2207,8559.1,94.1,8559.1,2.3,0.576822234,2.5,76.06623,140.3944,57.77047,94.28858,57.77047,31.94444,148.67434,161.29032,0.7,63,61.4,-1.4,61.4,-0.4,0.366627804,0.22,5.55373,34.75306,8.63941,-17.72184,8.63941,-192.41118,1211.40141,110.53835,0.46281,2.89609,0.71995,-1.47682,0.71995,-16.03427,100.95012,9.21153,2.5,96.5616,5.4,11813.59789,41.12421053
248,2005-03-01,153.7,1864,8598.4,92.6,8598.4,2.5,0.782064651,2.63,77.11992,118.57506,58.03573,92.78557,58.03573,34.72222,201.57501,169.67742,2.1,-343,39.3,-1.5,39.3,0.2,0.205242417,0.13,16.50861,-202.69129,5.49731,-19.28269,5.49731,100.05793,365.28393,60.83174,1.37572,-16.89094,0.45811,-1.60689,0.45811,8.33816,30.44033,5.06931,2.63,96.4371,5.2,11775.96,41.05954545
249,2005-04-01,155.0,2061,8678.4,87.7,8678.4,2.1,0.672529747,2.79,77.7722,131.10687,58.5757,87.87575,58.5757,29.16667,173.34269,180.0,1.3,197,80.0,-4.9,80.0,-0.4,-0.109534904,0.16,10.10696,120.5599,11.11325,-65.24069,11.11325,-209.22406,-181.06928,70.8693,0.84225,10.04666,0.9261,-5.43672,0.9261,-17.43534,-15.08911,5.90577,2.79,96.628,5.2,11469.25238,40.03380952
250,2005-07-01,156.3,2054,8853.8,96.5,8853.8,1.4,0.462724936,3.26,78.42449,130.66158,59.75958,96.69339,59.75958,19.44444,119.26608,210.32258,2.0,-14,100.4,0.5,100.4,-0.6,0.411284607,0.22,15.45417,-8.15141,13.68546,6.23378,13.68546,-428.00993,2636.05237,83.84362,1.28785,-0.67928,1.14045,0.51948,1.14045,-35.66749,219.67103,6.98697,3.26,96.8383,5.0,12190.8285,42.735
251,2005-08-01,157.6,2095,8850.1,89.1,8850.1,2.0,0.511770727,3.5,79.07677,133.26972,59.73461,89.27856,59.73461,27.77778,131.90749,225.80645,1.3,41,-3.7,-7.4,-3.7,0.6,0.049045791,0.24,9.93953,23.71733,-0.50158,-95.74041,-0.50158,428.00993,120.89273,85.24293,0.82829,1.97644,-0.0418,-7.97837,-0.0418,35.66749,10.07439,7.10358,3.5,97.1603,4.9,12210.20696,42.86652174
252,2005-09-01,162.2,2151,8900.4,76.9,8900.4,2.0,1.221995927,3.62,81.38485,136.83206,60.07411,77.05411,60.07411,27.77778,314.96608,233.54839,4.6,56,50.3,-12.2,50.3,0.0,0.7102252,0.12,34.52396,31.65516,6.80095,-176.70415,6.80095,0.0,1044.4369,40.45327,2.877,2.63793,0.56675,-14.72535,0.56675,0.0,87.03641,3.37111,3.62,95.2729,5.0,12244.47,43.05380952
